local_government,tax,fy_total,fy
SHERRARD,INC,65638.4,2015
SHERRARD,INC,64871.94,2016
SHERRARD,INC,60607.76,2017
SHERRARD,INC,57854.97,2018
SHERRARD,INC,66170.3,2019
SHERRARD,INC,62949.47,2020
SHERRARD,INC,83136.93,2021
SHERRARD,INC,103515.5,2022
SHERRARD,INC,107846.47,2023
SHERRARD,INC,115294.83,2024
SHERRARD,INC,122981.74,2025
SHILOH,INC,1079926.29,2012
SHILOH,INC,1186764.17,2013
SHILOH,INC,1206037.1,2014
SHILOH,INC,1297489.95,2015
SHILOH,INC,1282337.24,2016
SHILOH,INC,1224681.11,2017
SHILOH,INC,1262050.61,2018
SHILOH,INC,1443438.65,2019
SHILOH,INC,1373183.92,2020
SHILOH,INC,1813554.12,2021
SHILOH,INC,2155929.06,2022
SHILOH,INC,2197126.59,2023
SHILOH,INC,2348869.74,2024
SHILOH,INC,2505485.95,2025
SHIPMAN,INC,53266.87,2012
SHIPMAN,INC,58536.52,2013
SHIPMAN,INC,59487.05,2014
SHIPMAN,INC,63997.68,2015
SHIPMAN,INC,63250.37,2016
SHIPMAN,INC,59092.38,2017
SHIPMAN,INC,56408.71,2018
SHIPMAN,INC,64515.33,2019
SHIPMAN,INC,61375.28,2020
SHIPMAN,INC,81057.87,2021
SHIPMAN,INC,84159.36,2022
SHIPMAN,INC,79637.86,2023
SHIPMAN,INC,85138,2024
SHIPMAN,INC,90814.81,2025
SHOREWOOD,INC,1332941.2,2012
SHOREWOOD,INC,1464810.96,2013
SHOREWOOD,INC,1488599.8,2014
SHOREWOOD,INC,1601478.14,2015
SHOREWOOD,INC,1582775.5,2016
SHOREWOOD,INC,1478732.16,2017
SHOREWOOD,INC,1564279.56,2018
SHOREWOOD,INC,1808821.62,2019
SHOREWOOD,INC,1720783.34,2020
SHOREWOOD,INC,2272626.19,2021
SHOREWOOD,INC,2754861.22,2022
SHOREWOOD,INC,2834227.41,2023
SHOREWOOD,INC,3029971.54,2024
SHOREWOOD,INC,3232002.29,2025
SHUMWAY,INC,17243.78,2012
SHUMWAY,INC,18949.14,2013
SHUMWAY,INC,19256.64,2014
SHUMWAY,INC,20717.62,2015
SHUMWAY,INC,20475.27,2016
SHUMWAY,INC,19129.45,2017
SHUMWAY,INC,18260.65,2018
SHUMWAY,INC,20884.95,2019
SHUMWAY,INC,19868.26,2020
SHUMWAY,INC,26239.87,2021
SHUMWAY,INC,29556.49,2022
SHUMWAY,INC,29298.86,2023
SHUMWAY,INC,31322.38,2024
SHUMWAY,INC,33410.39,2025
SIBLEY,INC,23218.4,2012
SIBLEY,INC,25515.73,2013
SIBLEY,INC,25930.26,2014
SIBLEY,INC,27896.21,2015
SIBLEY,INC,27570.65,2016
SIBLEY,INC,25758.38,2017
SIBLEY,INC,24588.53,2018
SIBLEY,INC,28122.7,2019
SIBLEY,INC,26754.02,2020
SIBLEY,INC,35333.84,2021
SIBLEY,INC,43369.33,2022
SIBLEY,INC,44883.78,2023
SIBLEY,INC,47983.65,2024
SIBLEY,INC,51182.55,2025
SIDELL,INC,52668.84,2012
SIDELL,INC,57879.32,2013
SIDELL,INC,58819.25,2014
SIDELL,INC,63279.62,2015
SIDELL,INC,62540.34,2016
SIDELL,INC,58429.41,2017
SIDELL,INC,55775.88,2018
SIDELL,INC,63792.52,2019
SIDELL,INC,60687.58,2020
SIDELL,INC,80149.65,2021
SIDELL,INC,81549.48,2022
SIDELL,INC,76209.35,2023
SIDELL,INC,81472.74,2024
SIDELL,INC,86904.51,2025
SIDNEY,INC,105252.28,2012
SIDNEY,INC,115664.81,2013
SIDNEY,INC,117543.1,2014
SIDNEY,INC,126457.02,2015
SIDNEY,INC,124980.09,2016
SIDNEY,INC,116764.31,2017
SIDNEY,INC,111461.05,2018
SIDNEY,INC,127480.79,2019
SIDNEY,INC,121276.38,2020
SIDNEY,INC,160168.82,2021
SIDNEY,INC,186606.38,2022
SIDNEY,INC,188263.06,2023
SIDNEY,INC,201265.34,2024
SIDNEY,INC,214684.73,2025
SIGEL,INC,31840.29,2012
SIGEL,INC,34990.69,2013
SIGEL,INC,35559.11,2014
SIGEL,INC,38254.93,2015
SIGEL,INC,37808.72,2016
SIGEL,INC,35322.78,2017
SIGEL,INC,33718.34,2018
SIGEL,INC,38564.82,2019
SIGEL,INC,36688.14,2020
SIGEL,INC,48453.74,2021
SIGEL,INC,52718.89,2022
SIGEL,INC,51273.49,2023
SIGEL,INC,54814.69,2024
SIGEL,INC,58470.24,2025
SILVIS,INC,638429.2,2012
SILVIS,INC,701589.19,2013
SILVIS,INC,712982.78,2014
SILVIS,INC,767048.07,2015
SILVIS,INC,758090.44,2016
SILVIS,INC,708257.18,2017
SILVIS,INC,676088.89,2018
SILVIS,INC,773259.94,2019
SILVIS,INC,735624.29,2020
SILVIS,INC,971533.71,2021
SILVIS,INC,1201101.52,2022
SILVIS,INC,1247241.05,2023
SILVIS,INC,1333380.95,2024
SILVIS,INC,1422287.53,2025
SIMPSON,INC,5121.44,2012
SIMPSON,INC,5628.18,2013
SIMPSON,INC,5719.58,2014
SIMPSON,INC,6153.18,2015
SIMPSON,INC,6081.42,2016
SIMPSON,INC,5681.9,2017
SIMPSON,INC,5423.82,2018
SIMPSON,INC,6203.57,2019
SIMPSON,INC,5901.71,2020
SIMPSON,INC,7794.34,2021
SIMPSON,INC,7566.23,2022
SIMPSON,INC,6856.97,2023
SIMPSON,INC,7330.54,2024
SIMPSON,INC,7819.18,2025
SIMS,INC,21510.9,2012
SIMS,INC,23639.27,2013
SIMS,INC,24023.36,2014
SIMS,INC,25845.42,2015
SIMS,INC,25543.5,2016
SIMS,INC,23864.51,2017
SIMS,INC,22780.32,2018
SIMS,INC,26054.33,2019
SIMS,INC,24785.93,2020
SIMS,INC,32734.58,2021
SIMS,INC,29852.51,2022
SIMS,INC,25870.36,2023
SIMS,INC,27657.1,2024
SIMS,INC,29501.5,2025
SKOKIE,INC,5530150.38,2012
SKOKIE,INC,6077252.94,2013
SKOKIE,INC,6175947.42,2014
SKOKIE,INC,6644264.61,2015
SKOKIE,INC,6566670.17,2016
SKOKIE,INC,6135009.91,2017
SKOKIE,INC,5856363.83,2018
SKOKIE,INC,6698067.43,2019
SKOKIE,INC,6372061.62,2020
SKOKIE,INC,8415535.88,2021
SKOKIE,INC,10250546.02,2022
SKOKIE,INC,10570145.49,2023
SKOKIE,INC,11300165.91,2024
SKOKIE,INC,12053631,2025
SLEEPY HOLLOW,INC,282039.3,2012
SLEEPY HOLLOW,INC,309941.39,2013
SLEEPY HOLLOW,INC,314974.68,2014
SLEEPY HOLLOW,INC,338858.97,2015
SLEEPY HOLLOW,INC,334901.82,2016
SLEEPY HOLLOW,INC,312886.86,2017
SLEEPY HOLLOW,INC,298675.82,2018
SLEEPY HOLLOW,INC,341603.08,2019
SLEEPY HOLLOW,INC,324976.6,2020
SLEEPY HOLLOW,INC,429194.28,2021
SLEEPY HOLLOW,INC,497681.33,2022
SLEEPY HOLLOW,INC,500892.02,2023
SLEEPY HOLLOW,INC,535485.82,2024
SLEEPY HOLLOW,INC,571189.34,2025
SMITHBORO,INC,15109.11,2012
SMITHBORO,INC,16604.05,2013
SMITHBORO,INC,16873.79,2014
SMITHBORO,INC,18152.88,2015
SMITHBORO,INC,17941.09,2016
SMITHBORO,INC,16761.74,2017
SMITHBORO,INC,16000.31,2018
SMITHBORO,INC,18300.6,2019
SMITHBORO,INC,17410.05,2020
SMITHBORO,INC,22993.32,2021
SMITHBORO,INC,24800.41,2022
SMITHBORO,INC,24001.37,2023
SMITHBORO,INC,25659.01,2024
SMITHBORO,INC,27368.43,2025
SMITHFIELD,INC,19633.64,2012
SMITHFIELD,INC,21576.25,2013
SMITHFIELD,INC,21926.74,2014
SMITHFIELD,INC,23588.44,2015
SMITHFIELD,INC,23313.37,2016
SMITHFIELD,INC,21780.89,2017
SMITHFIELD,INC,20791.73,2018
SMITHFIELD,INC,23780.11,2019
SMITHFIELD,INC,22622.82,2020
SMITHFIELD,INC,29877.79,2021
SMITHFIELD,INC,31291.6,2022
SMITHFIELD,INC,29766.11,2023
SMITHFIELD,INC,31821.89,2024
SMITHFIELD,INC,33944.72,2025
SMITHTON,INC,315245.39,2012
SMITHTON,INC,346433.04,2013
SMITHTON,INC,352059.16,2014
SMITHTON,INC,378755.24,2015
SMITHTON,INC,374331.76,2016
SMITHTON,INC,349724.96,2017
SMITHTON,INC,333841.08,2018
SMITHTON,INC,381821.79,2019
SMITHTON,INC,363237.68,2020
SMITHTON,INC,479725.41,2021
SMITHTON,INC,598639.96,2022
SMITHTON,INC,624321.4,2023
SMITHTON,INC,667439.75,2024
SMITHTON,INC,711943.93,2025
SOMONAUK,INC,161591.35,2012
SOMONAUK,INC,177578.25,2013
SOMONAUK,INC,180462.38,2014
SOMONAUK,INC,194146.42,2015
SOMONAUK,INC,191879.16,2016
SOMONAUK,INC,179266.04,2017
SOMONAUK,INC,171123.94,2018
SOMONAUK,INC,195718.69,2019
SOMONAUK,INC,186192.67,2020
SOMONAUK,INC,245903.33,2021
SOMONAUK,INC,279465.21,2022
SOMONAUK,INC,278344.1,2023
SOMONAUK,INC,297567.77,2024
SOMONAUK,INC,317407.39,2025
SORENTO,INC,42510.33,2012
SORENTO,INC,46716.45,2013
SORENTO,INC,47475.43,2014
SORENTO,INC,51075.26,2015
SORENTO,INC,50478.97,2016
SORENTO,INC,47160.32,2017
SORENTO,INC,45018.31,2018
SORENTO,INC,51488.9,2019
SORENTO,INC,48982.96,2020
SORENTO,INC,64691.4,2021
SORENTO,INC,69335.79,2022
SORENTO,INC,66858.43,2023
SORENTO,INC,71475.95,2024
SORENTO,INC,76240.98,2025
SOUTH BARRINGTON,INC,389681.44,2012
SOUTH BARRINGTON,INC,428233.29,2013
SOUTH BARRINGTON,INC,435187.95,2014
SOUTH BARRINGTON,INC,468187.67,2015
SOUTH BARRINGTON,INC,462720.02,2016
SOUTH BARRINGTON,INC,432303.05,2017
SOUTH BARRINGTON,INC,412668.35,2018
SOUTH BARRINGTON,INC,471978.59,2019
SOUTH BARRINGTON,INC,449006.29,2020
SOUTH BARRINGTON,INC,592999.34,2021
SOUTH BARRINGTON,INC,752805.41,2022
SOUTH BARRINGTON,INC,791232.82,2023
SOUTH BARRINGTON,INC,845878.81,2024
SOUTH BARRINGTON,INC,902280.77,2025
SOUTH BELOIT,INC,673684.53,2012
SOUTH BELOIT,INC,740332.03,2013
SOUTH BELOIT,INC,752354.65,2014
SOUTH BELOIT,INC,809406.03,2015
SOUTH BELOIT,INC,799953.45,2016
SOUTH BELOIT,INC,747368.07,2017
SOUTH BELOIT,INC,713423.45,2018
SOUTH BELOIT,INC,815959.93,2019
SOUTH BELOIT,INC,776246.06,2020
SOUTH BELOIT,INC,1025182.59,2021
SOUTH BELOIT,INC,1220725.82,2022
SOUTH BELOIT,INC,1245058.57,2023
SOUTH BELOIT,INC,1331047.76,2024
SOUTH BELOIT,INC,1419798.33,2025
SOUTH CHICAGO HEIGHTS,INC,353316.61,2012
SOUTH CHICAGO HEIGHTS,INC,388271.16,2013
SOUTH CHICAGO HEIGHTS,INC,394577.03,2014
SOUTH CHICAGO HEIGHTS,INC,424497.38,2015
SOUTH CHICAGO HEIGHTS,INC,419539.89,2016
SOUTH CHICAGO HEIGHTS,INC,391961.17,2017
SOUTH CHICAGO HEIGHTS,INC,374158.7,2018
SOUTH CHICAGO HEIGHTS,INC,427934.56,2019
SOUTH CHICAGO HEIGHTS,INC,407106.67,2020
SOUTH CHICAGO HEIGHTS,INC,537662.83,2021
SOUTH CHICAGO HEIGHTS,INC,623430.69,2022
SOUTH CHICAGO HEIGHTS,INC,627438.39,2023
SOUTH CHICAGO HEIGHTS,INC,670772,2024
SOUTH CHICAGO HEIGHTS,INC,715497.39,2025
SOUTH ELGIN,INC,1876703.82,2012
SOUTH ELGIN,INC,2062367.65,2013
SOUTH ELGIN,INC,2095860.38,2014
SOUTH ELGIN,INC,2254787.34,2015
SOUTH ELGIN,INC,2228455.17,2016
SOUTH ELGIN,INC,2081967.43,2017
SOUTH ELGIN,INC,1987406.76,2018
SOUTH ELGIN,INC,2273046.26,2019
SOUTH ELGIN,INC,2162413.76,2020
SOUTH ELGIN,INC,2855884.26,2021
SOUTH ELGIN,INC,3565506.57,2022
SOUTH ELGIN,INC,3719281.25,2023
SOUTH ELGIN,INC,3976151.08,2024
SOUTH ELGIN,INC,4241269.86,2025
SOUTH HOLLAND,INC,1880544.9,2012
SOUTH HOLLAND,INC,2066588.79,2013
SOUTH HOLLAND,INC,2100150.13,2014
SOUTH HOLLAND,INC,2259402.88,2015
SOUTH HOLLAND,INC,2233016.88,2016
SOUTH HOLLAND,INC,2086228.91,2017
SOUTH HOLLAND,INC,1991474.82,2018
SOUTH HOLLAND,INC,2277698.19,2019
SOUTH HOLLAND,INC,2166838.77,2020
SOUTH HOLLAND,INC,2861728.35,2021
SOUTH HOLLAND,INC,3321968.76,2022
SOUTH HOLLAND,INC,3345249.13,2023
SOUTH HOLLAND,INC,3576286.64,2024
SOUTH HOLLAND,INC,3814743.32,2025
SOUTH JACKSONVILLE,INC,284343.72,2012
SOUTH JACKSONVILLE,INC,312473.85,2013
SOUTH JACKSONVILLE,INC,317548.29,2014
SOUTH JACKSONVILLE,INC,341627.97,2015
SOUTH JACKSONVILLE,INC,337638.45,2016
SOUTH JACKSONVILLE,INC,315443.76,2017
SOUTH JACKSONVILLE,INC,301116.78,2018
SOUTH JACKSONVILLE,INC,344394.51,2019
SOUTH JACKSONVILLE,INC,327632.39,2020
SOUTH JACKSONVILLE,INC,432701.73,2021
SOUTH JACKSONVILLE,INC,508071.56,2022
SOUTH JACKSONVILLE,INC,514605.95,2023
SOUTH JACKSONVILLE,INC,550146.89,2024
SOUTH JACKSONVILLE,INC,586828.96,2025
SOUTH PEKIN,INC,97826.41,2012
SOUTH PEKIN,INC,107504.18,2013
SOUTH PEKIN,INC,109249.85,2014
SOUTH PEKIN,INC,117533.74,2015
SOUTH PEKIN,INC,116161.53,2016
SOUTH PEKIN,INC,108525.56,2017
SOUTH PEKIN,INC,103596.45,2018
SOUTH PEKIN,INC,118485.79,2019
SOUTH PEKIN,INC,112718.89,2020
SOUTH PEKIN,INC,148867.02,2021
SOUTH PEKIN,INC,160455.4,2022
SOUTH PEKIN,INC,155224.24,2023
SOUTH PEKIN,INC,165944.7,2024
SOUTH PEKIN,INC,177008.76,2025
SOUTH ROXANA,INC,175250.35,2012
SOUTH ROXANA,INC,192587.93,2013
SOUTH ROXANA,INC,195715.48,2014
SOUTH ROXANA,INC,210556.29,2015
SOUTH ROXANA,INC,208097.55,2016
SOUTH ROXANA,INC,194418.27,2017
SOUTH ROXANA,INC,185587.58,2018
SOUTH ROXANA,INC,212260.99,2019
SOUTH ROXANA,INC,201929.72,2020
SOUTH ROXANA,INC,266687.11,2021
SOUTH ROXANA,INC,298377.15,2022
SOUTH ROXANA,INC,294705.78,2023
SOUTH ROXANA,INC,315059.46,2024
SOUTH ROXANA,INC,336067,2025
SOUTH WILMINGTON,INC,58132.03,2012
SOUTH WILMINGTON,INC,63883.04,2013
SOUTH WILMINGTON,INC,64920.49,2014
SOUTH WILMINGTON,INC,69843.47,2015
SOUTH WILMINGTON,INC,69027.69,2016
SOUTH WILMINGTON,INC,64490.2,2017
SOUTH WILMINGTON,INC,61561.33,2018
SOUTH WILMINGTON,INC,70408.79,2019
SOUTH WILMINGTON,INC,66981.88,2020
SOUTH WILMINGTON,INC,88462.51,2021
SOUTH WILMINGTON,INC,107449.85,2022
SOUTH WILMINGTON,INC,110651.95,2023
SOUTH WILMINGTON,INC,118294.05,2024
SOUTH WILMINGTON,INC,126181.48,2025
SOUTHERN VIEW,INC,140165.87,2012
SOUTHERN VIEW,INC,154032.87,2013
SOUTHERN VIEW,INC,156534.42,2014
SOUTHERN VIEW,INC,168403.67,2015
SOUTHERN VIEW,INC,166437.55,2016
SOUTHERN VIEW,INC,155496.46,2017
SOUTHERN VIEW,INC,148433.93,2018
SOUTHERN VIEW,INC,169767.32,2019
SOUTHERN VIEW,INC,161504.27,2020
SOUTHERN VIEW,INC,213297.52,2021
SOUTHERN VIEW,INC,247203.86,2022
SOUTHERN VIEW,INC,248731.78,2023
SOUTHERN VIEW,INC,265910.24,2024
SOUTHERN VIEW,INC,283639.44,2025
SPARLAND,INC,34657.29,2012
SPARLAND,INC,38085.65,2013
SPARLAND,INC,38704.02,2014
SPARLAND,INC,41639.28,2015
SPARLAND,INC,41152.99,2016
SPARLAND,INC,38448,2017
SPARLAND,INC,36701.71,2018
SPARLAND,INC,41977.04,2019
SPARLAND,INC,39934.07,2020
SPARLAND,INC,52740.65,2021
SPARLAND,INC,58191.79,2022
SPARLAND,INC,57040.21,2023
SPARLAND,INC,60979.66,2024
SPARLAND,INC,65045.83,2025
SPARTA,INC,367230.81,2012
SPARTA,INC,403561.29,2013
SPARTA,INC,410115.17,2014
SPARTA,INC,441214.19,2015
SPARTA,INC,436061.47,2016
SPARTA,INC,407396.86,2017
SPARTA,INC,388893.57,2018
SPARTA,INC,444787.24,2019
SPARTA,INC,423138.79,2020
SPARTA,INC,558836.34,2021
SPARTA,INC,638810.42,2022
SPARTA,INC,638193.09,2023
SPARTA,INC,682269.47,2024
SPARTA,INC,727760.51,2025
SPAULDING,INC,74521.49,2012
SPAULDING,INC,81894.12,2013
SPAULDING,INC,83224.2,2014
SPAULDING,INC,89534.84,2015
SPAULDING,INC,88489.39,2016
SPAULDING,INC,82672.55,2017
SPAULDING,INC,78917.86,2018
SPAULDING,INC,90260.32,2019
SPAULDING,INC,85867.36,2020
SPAULDING,INC,113404.43,2021
SPAULDING,INC,126560.83,2022
SPAULDING,INC,124833.14,2023
SPAULDING,INC,133454.64,2024
SPAULDING,INC,142352.63,2025
SPILLERTOWN,INC,17329.2,2012
SPILLERTOWN,INC,19043.05,2013
SPILLERTOWN,INC,19351.96,2014
SPILLERTOWN,INC,20819.65,2015
SPILLERTOWN,INC,20576.78,2016
SPILLERTOWN,INC,19223.95,2017
SPILLERTOWN,INC,18350.71,2018
SPILLERTOWN,INC,20988.43,2019
SPILLERTOWN,INC,19967.03,2020
SPILLERTOWN,INC,26370.33,2021
SPILLERTOWN,INC,28891.18,2022
SPILLERTOWN,INC,28208.61,2023
SPILLERTOWN,INC,30156.82,2024
SPILLERTOWN,INC,32166.93,2025
SPRING BAY,INC,38583.83,2012
SPRING BAY,INC,42401.42,2013
SPRING BAY,INC,43090.23,2014
SPRING BAY,INC,46356.85,2015
SPRING BAY,INC,45815.79,2016
SPRING BAY,INC,42804.2,2017
SPRING BAY,INC,40860.08,2018
SPRING BAY,INC,46732.43,2019
SPRING BAY,INC,44457.87,2020
SPRING BAY,INC,58715.2,2021
SPRING BAY,INC,71599.04,2022
SPRING BAY,INC,73871.15,2023
SPRING BAY,INC,78973,2024
SPRING BAY,INC,84239.25,2025
SPRING GROVE,INC,493227.31,2012
SPRING GROVE,INC,542022.04,2013
SPRING GROVE,INC,550824.09,2014
SPRING GROVE,INC,592593.26,2015
SPRING GROVE,INC,585672.99,2016
SPRING GROVE,INC,547173.59,2017
SPRING GROVE,INC,522321.4,2018
SPRING GROVE,INC,597391.74,2019
SPRING GROVE,INC,568315.84,2020
SPRING GROVE,INC,750570.62,2021
SPRING GROVE,INC,856652.99,2022
SPRING GROVE,INC,855130,2023
SPRING GROVE,INC,914189.01,2024
SPRING GROVE,INC,975145.79,2025
SPRING VALLEY,INC,474446.91,2012
SPRING VALLEY,INC,521384.19,2013
SPRING VALLEY,INC,529851.38,2014
SPRING VALLEY,INC,570029.98,2015
SPRING VALLEY,INC,563373.16,2016
SPRING VALLEY,INC,526339.62,2017
SPRING VALLEY,INC,502433.82,2018
SPRING VALLEY,INC,574645.99,2019
SPRING VALLEY,INC,546677.06,2020
SPRING VALLEY,INC,721992.46,2021
SPRING VALLEY,INC,855166.57,2022
SPRING VALLEY,INC,869936.18,2023
SPRING VALLEY,INC,930017.77,2024
SPRING VALLEY,INC,992028.32,2025
SPRINGERTON,INC,9389.66,2012
SPRINGERTON,INC,10318.7,2013
SPRINGERTON,INC,10486.39,2014
SPRINGERTON,INC,11282.09,2015
SPRINGERTON,INC,11150.19,2016
SPRINGERTON,INC,10417.02,2017
SPRINGERTON,INC,9943.72,2018
SPRINGERTON,INC,11372.94,2019
SPRINGERTON,INC,10819.38,2020
SPRINGERTON,INC,14289.09,2021
SPRINGERTON,INC,15954.4,2022
SPRINGERTON,INC,15740.66,2023
SPRINGERTON,INC,16827.79,2024
SPRINGERTON,INC,17949.81,2025
SPRINGFIELD,INC,9923437.36,2012
SPRINGFIELD,INC,10905171.85,2013
SPRINGFIELD,INC,11082271.7,2014
SPRINGFIELD,INC,11922630.99,2015
SPRINGFIELD,INC,11783393.98,2016
SPRINGFIELD,INC,11008812.41,2017
SPRINGFIELD,INC,10508803.05,2018
SPRINGFIELD,INC,12019176.57,2019
SPRINGFIELD,INC,11434183.89,2020
SPRINGFIELD,INC,15101044.3,2021
SPRINGFIELD,INC,17644962.34,2022
SPRINGFIELD,INC,17827926.91,2023
SPRINGFIELD,INC,19059201.45,2024
SPRINGFIELD,INC,20330017.87,2025
ST. ANNE,INC,107301.52,2012
ST. ANNE,INC,117916.76,2013
ST. ANNE,INC,119831.64,2014
ST. ANNE,INC,128918.01,2015
ST. ANNE,INC,127412.26,2016
ST. ANNE,INC,119037.22,2017
ST. ANNE,INC,113630.78,2018
ST. ANNE,INC,129962.34,2019
ST. ANNE,INC,123637.05,2020
ST. ANNE,INC,163286.57,2021
ST. ANNE,INC,183016.36,2022
ST. ANNE,INC,180938.86,2023
ST. ANNE,INC,193435.26,2024
ST. ANNE,INC,206332.63,2025
ST. AUGUSTINE,INC,10243.97,2012
ST. AUGUSTINE,INC,11256.76,2013
ST. AUGUSTINE,INC,11439.25,2014
ST. AUGUSTINE,INC,12307.47,2015
ST. AUGUSTINE,INC,12163.75,2016
ST. AUGUSTINE,INC,11363.99,2017
ST. AUGUSTINE,INC,10847.55,2018
ST. AUGUSTINE,INC,12407.18,2019
ST. AUGUSTINE,INC,11803.42,2020
ST. AUGUSTINE,INC,15588.68,2021
ST. AUGUSTINE,INC,18308.43,2022
ST. AUGUSTINE,INC,18546.16,2023
ST. AUGUSTINE,INC,19827.04,2024
ST. AUGUSTINE,INC,21148.14,2025
ST. CHARLES,INC,2814756.73,2012
ST. CHARLES,INC,3093223.29,2013
ST. CHARLES,INC,3143457.25,2014
ST. CHARLES,INC,3381821.99,2015
ST. CHARLES,INC,3342327.74,2016
ST. CHARLES,INC,3122620.18,2017
ST. CHARLES,INC,2980793.56,2018
ST. CHARLES,INC,3409207.35,2019
ST. CHARLES,INC,3243275.51,2020
ST. CHARLES,INC,4283370.61,2021
ST. CHARLES,INC,5069830.03,2022
ST. CHARLES,INC,5155564.15,2023
ST. CHARLES,INC,5511629.92,2024
ST. CHARLES,INC,5879130.34,2025
ST. CLAIR COUNTY GOVERNMENT,INC,4676435.77,2012
ST. CLAIR COUNTY GOVERNMENT,INC,5134926.43,2013
ST. CLAIR COUNTY GOVERNMENT,INC,5211956.37,2014
ST. CLAIR COUNTY GOVERNMENT,INC,5607175.04,2015
ST. CLAIR COUNTY GOVERNMENT,INC,5541692.03,2016
ST. CLAIR COUNTY GOVERNMENT,INC,5177409.09,2017
ST. CLAIR COUNTY GOVERNMENT,INC,4942256.05,2018
ST. CLAIR COUNTY GOVERNMENT,INC,5652579.77,2019
ST. CLAIR COUNTY GOVERNMENT,INC,5377459.83,2020
ST. CLAIR COUNTY GOVERNMENT,INC,7101972.47,2021
ST. CLAIR COUNTY GOVERNMENT,INC,8113367.44,2022
ST. CLAIR COUNTY GOVERNMENT,INC,8102937.47,2023
ST. CLAIR COUNTY GOVERNMENT,INC,8662561.75,2024
ST. CLAIR COUNTY GOVERNMENT,INC,9240158.44,2025
ST. DAVID,INC,50279.02,2012
ST. DAVID,INC,55253.02,2013
ST. DAVID,INC,56150.25,2014
ST. DAVID,INC,60407.92,2015
ST. DAVID,INC,59702.61,2016
ST. DAVID,INC,55777.88,2017
ST. DAVID,INC,53244.65,2018
ST. DAVID,INC,60897.12,2019
ST. DAVID,INC,57933.01,2020
ST. DAVID,INC,76511.73,2021
ST. DAVID,INC,83500.9,2022
ST. DAVID,INC,81351.09,2023
ST. DAVID,INC,86969.55,2024
ST. DAVID,INC,92768.81,2025
ST. FRANCISVILLE,INC,59497.81,2012
ST. FRANCISVILLE,INC,65383.96,2013
ST. FRANCISVILLE,INC,66445.82,2014
ST. FRANCISVILLE,INC,71484.89,2015
ST. FRANCISVILLE,INC,70649.79,2016
ST. FRANCISVILLE,INC,66005.43,2017
ST. FRANCISVILLE,INC,63007.64,2018
ST. FRANCISVILLE,INC,72063.54,2019
ST. FRANCISVILLE,INC,68556.11,2020
ST. FRANCISVILLE,INC,90541.56,2021
ST. FRANCISVILLE,INC,93720.79,2022
ST. FRANCISVILLE,INC,88521.55,2023
ST. FRANCISVILLE,INC,94635.26,2024
ST. FRANCISVILLE,INC,100945.4,2025
ST. JACOB,INC,93727.96,2012
ST. JACOB,INC,103000.98,2013
ST. JACOB,INC,104673.94,2014
ST. JACOB,INC,112611.29,2015
ST. JACOB,INC,111296.24,2016
ST. JACOB,INC,103979.94,2017
ST. JACOB,INC,99257.41,2018
ST. JACOB,INC,113523,2019
ST. JACOB,INC,107997.52,2020
ST. JACOB,INC,142631.56,2021
ST. JACOB,INC,195086.57,2022
ST. JACOB,INC,211639.45,2023
ST. JACOB,INC,226256.2,2024
ST. JACOB,INC,241343.32,2025
ST. JOHNS,INC,18695,2012
ST. JOHNS,INC,20543.97,2013
ST. JOHNS,INC,20877.32,2014
ST. JOHNS,INC,22460.39,2015
ST. JOHNS,INC,22198.33,2016
ST. JOHNS,INC,20739.37,2017
ST. JOHNS,INC,19797.34,2018
ST. JOHNS,INC,22642.42,2019
ST. JOHNS,INC,21539.99,2020
ST. JOHNS,INC,28447.71,2021
ST. JOHNS,INC,27862.68,2022
ST. JOHNS,INC,25403.11,2023
ST. JOHNS,INC,27157.58,2024
ST. JOHNS,INC,28968.58,2025
ST. JOSEPH,INC,338634.67,2012
ST. JOSEPH,INC,372135.76,2013
ST. JOSEPH,INC,378179.08,2014
ST. JOSEPH,INC,406856.79,2015
ST. JOSEPH,INC,402105.35,2016
ST. JOSEPH,INC,375672.52,2017
ST. JOSEPH,INC,358609.98,2018
ST. JOSEPH,INC,410150.86,2019
ST. JOSEPH,INC,390187.99,2020
ST. JOSEPH,INC,515318.46,2021
ST. JOSEPH,INC,592535.74,2022
ST. JOSEPH,INC,593776.55,2023
ST. JOSEPH,INC,634785.35,2024
ST. JOSEPH,INC,677110.87,2025
ST. LIBORY,INC,52497.97,2012
ST. LIBORY,INC,57691.57,2013
ST. LIBORY,INC,58628.43,2014
ST. LIBORY,INC,63074.72,2015
ST. LIBORY,INC,62338.27,2016
ST. LIBORY,INC,58240.33,2017
ST. LIBORY,INC,55594.82,2018
ST. LIBORY,INC,63584.95,2019
ST. LIBORY,INC,60490.03,2020
ST. LIBORY,INC,79888.73,2021
ST. LIBORY,INC,95685.12,2022
ST. LIBORY,INC,97872.52,2023
ST. LIBORY,INC,104632.01,2024
ST. LIBORY,INC,111607.66,2025
ST. PETER,INC,30645.37,2012
ST. PETER,INC,33676.77,2013
ST. PETER,INC,34223.52,2014
ST. PETER,INC,36819.49,2015
ST. PETER,INC,36389.21,2016
ST. PETER,INC,33997.19,2017
ST. PETER,INC,32452.99,2018
ST. PETER,INC,37117.14,2019
ST. PETER,INC,35310.24,2020
ST. PETER,INC,46633.96,2021
ST. PETER,INC,51287.99,2022
ST. PETER,INC,50183.25,2023
